gamma21,f_avg,delta1,log10_nmse
100,30.6122,1.8462,-2.530142
100,48.9796,1.0256,-2.096823
10,22.4490,-3.4872,-1.769358
1,45.9184,4.3077,-2.323703
100,21.4286,-5.1282,-2.538582
100,24.4898,4.3077,-2.099119
10,30.6122,-3.4872,-1.040074
0.01,44.8980,6.3590,-2.896838
10,14.2857,0.2051,-2.235271
0.1,34.6939,-6.7692,-2.224500
0.01,30.6122,1.8462,-1.099873
0.01,18.3673,4.3077,-2.373064
100,44.8980,-1.4359,-2.309221
0.01,18.3673,6.7692,-2.558622
100,50.0000,-0.2051,-1.174417
0.1,44.8980,5.5385,-2.619112
100,42.8571,-5.5385,-2.465613
1,15.3061,2.6667,-0.032444
1,1.0204,3.4872,-1.769359
0.1,31.6327,-2.2564,-3.142866
100,25.5102,-1.8462,-2.454261
10,37.7551,6.3590,-1.826086
0.1,32.6531,-3.4872,-3.291426
0.01,9.1837,6.3590,-1.760988
0.01,44.8980,-3.0769,-3.078434
1,31.6327,-5.5385,-3.342560
100,14.2857,1.0256,-2.542680
1,17.3469,-4.7179,-1.770649
1,15.3061,0.2051,-0.729384
100,1.0204,-2.6667,-1.935868
100,21.4286,-3.8974,-2.573038
1,31.6327,1.0256,-0.146953
10,12.2449,-5.9487,-1.771294
0.01,20.4082,-6.7692,-1.750463
1,39.7959,-3.4872,-3.385772
100,37.7551,4.7179,-2.611229
0.1,39.7959,5.9487,-2.892101
1,15.3061,-3.8974,-1.767027
10,18.3673,3.0769,-1.749336
10,33.6735,2.2564,-1.265665
100,18.3673,-1.0256,-2.527237
10,6.1224,-1.8462,-1.748056
0.01,7.1429,5.5385,-1.748456
10,0.0000,-4.3077,0.000124
100,30.6122,2.2564,-2.560769
1,4.0816,4.7179,-1.770649
10,14.2857,6.3590,-1.766495
0.01,22.4490,-4.3077,-3.037724
100,21.4286,4.3077,-2.372196
100,10.2041,6.7692,-2.197111
0.1,8.1633,-8.0000,-1.758647
0.1,11.2245,-7.1795,-1.771672
1,5.1020,-3.8974,-1.767027
100,31.6327,7.1795,-1.767970
10,21.4286,3.0769,-1.594083
1,31.6327,-6.3590,-3.153402
0.1,21.4286,7.1795,-1.661219
10,41.8367,1.8462,-0.850284
0.1,40.8163,-0.2051,-3.309378
1,34.6939,1.0256,-0.293244
1,41.8367,5.1282,-2.416146
0.1,48.9796,7.5897,-2.376639
0.1,21.4286,1.0256,-0.223767
1,3.0612,5.9487,-1.771293
0.1,50.0000,-0.6154,-3.378954
100,32.6531,6.7692,-1.906140
0.01,7.1429,5.1282,-1.760275
10,4.0816,-4.3077,-1.751330
1,24.4898,5.1282,-1.726417
10,30.6122,-5.1282,-1.767069
0.01,16.3265,3.0769,-2.285658
1,8.1633,-2.2564,-1.765771
0.01,28.5714,-3.0769,-2.771622
1,36.7347,-1.8462,-3.218017
1,4.0816,-7.1795,-1.771669
10,11.2245,7.1795,-1.771672
10,45.9184,-3.4872,-3.348907
100,0.0000,3.0769,1.270523
0.01,40.8163,-5.5385,-2.437307
1,38.7755,-1.4359,-3.374508
10,18.3673,8.0000,-1.758638
0.1,27.5510,3.8974,-1.380440
10,5.1020,1.0256,-1.751582
10,1.0204,1.8462,-1.748056
100,29.5918,5.9487,-1.821112
0.01,41.8367,-1.0256,-3.116047
100,7.1429,1.8462,-2.517430
1,7.1429,4.7179,-1.770649
100,16.3265,-7.5897,-1.765513
10,12.2449,-2.2564,-1.765771
0.1,4.0816,7.1795,-1.771669
0.01,9.1837,0.2051,-0.384501
0.01,45.9184,-1.8462,-1.986384
0.1,16.3265,-3.0769,-2.788246
0.01,19.3878,-7.5897,-1.759653
0.1,21.4286,2.6667,-1.828474
0.1,28.5714,4.3077,-2.487199
1,50.0000,5.5385,-2.312010
0.01,15.3061,1.8462,-1.760520
0.01,41.8367,6.3590,-2.806014
10,27.5510,3.4872,-0.927474
0.1,33.6735,7.5897,-2.567840
10,26.5306,2.6667,-1.118847
0.1,3.0612,-7.5897,-1.765514
10,37.7551,6.7692,-1.416604
100,43.8776,-1.8462,-2.369017
1,30.6122,4.7179,-1.328250
100,22.4490,0.2051,-2.441827
0.1,47.9592,-8.0000,-3.223347
100,27.5510,-0.2051,-2.268068
0.1,41.8367,7.1795,-2.944457
10,29.5918,6.3590,-1.766494
0.1,26.5306,1.8462,-0.759138
100,23.4694,5.1282,-2.382929
0.01,32.6531,6.3590,-2.895049
100,25.5102,-8.0000,-1.758636
10,21.4286,-2.2564,-0.825287
1,12.2449,-1.0256,-3.107021
0.1,5.1020,2.6667,-1.765627
0.1,25.5102,-1.0256,-2.849172
1,45.9184,-7.5897,-3.274972
0.1,46.9388,1.8462,-0.565879
0.1,50.0000,-7.1795,-2.948683
1,43.8776,-3.8974,-3.325498
10,36.7347,2.6667,-1.380576
0.01,35.7143,-4.7179,-1.729445
1,27.5510,-8.0000,-1.758636
1,16.3265,4.7179,-1.913619
0.1,31.6327,1.8462,0.272812
10,31.6327,6.7692,-1.756211
1,16.3265,0.6154,-0.535912
0.01,35.7143,4.3077,-2.826781
0.1,14.2857,-7.5897,-1.765515
100,23.4694,-5.5385,-2.529222
0.01,2.0408,-1.8462,-2.931471
1,29.5918,1.0256,-0.078325
0.1,15.3061,2.6667,-2.109073
10,21.4286,-4.7179,-1.770649
0.01,26.5306,5.5385,-2.850736
0.1,25.5102,3.4872,-0.481932
0.01,24.4898,-7.1795,-1.763310
0.01,38.7755,0.2051,-0.038487
10,30.6122,6.3590,-1.766494
0.01,13.2653,3.4872,-1.869382
1,5.1020,4.3077,-1.751330
0.1,21.4286,1.4359,-0.737326
1,2.0408,0.6154,-1.747673
10,47.9592,-6.7692,-1.756210
0.1,43.8776,-4.7179,-3.078165
0.01,35.7143,-6.3590,-3.069449
100,47.9592,-3.4872,-2.587137
100,20.4082,-1.0256,-2.449522
0.01,9.1837,-4.3077,-1.747415
1,24.4898,1.8462,-0.290458
100,40.8163,8.0000,-1.758637
10,33.6735,-0.6154,-3.175037
0.1,32.6531,-5.1282,-2.436467
100,27.5510,1.0256,-2.449527
100,42.8571,-1.4359,-2.345627
0.1,17.3469,0.2051,-0.904105
1,25.5102,-1.4359,-3.122170
0.1,27.5510,2.2564,-0.482702
1,9.1837,1.8462,-1.481865
0.01,2.0408,-8.0000,-1.757716
10,5.1020,-0.2051,-1.842882
10,7.1429,5.5385,-1.753716
0.01,5.1020,-7.5897,-1.761555
0.01,6.1224,4.7179,-1.763618
0.1,22.4490,1.8462,-1.376265
0.1,12.2449,6.3590,-1.766494
1,2.0408,5.9487,-1.771292
100,1.0204,1.8462,-2.301079
10,5.1020,-6.3590,-1.766493
100,13.2653,5.1282,-2.562269
10,3.0612,3.0769,-1.749336
10,44.8980,-6.3590,-1.766493
100,32.6531,2.6667,-2.544501
0.01,13.2653,0.2051,-0.751268
100,0.0000,7.1795,2.093626
1,44.8980,-0.6154,-3.197799
100,23.4694,-0.6154,-2.444422
0.1,1.0204,8.0000,-1.758657
100,25.5102,-7.5897,-1.765512
10,15.3061,-6.3590,-1.766495
0.01,44.8980,-1.0256,-3.180978
100,32.6531,-0.2051,-2.351404
0.01,8.1633,-0.2051,-0.284450
0.1,35.7143,4.3077,-2.890500
100,8.1633,1.0256,-2.371860
100,45.9184,-8.0000,-1.758637
1,10.2041,0.2051,-0.893737
10,44.8980,-5.1282,-1.158224
1,33.6735,-5.1282,-3.354154
1,20.4082,4.3077,-1.636455
100,39.7959,-6.3590,-2.391725
10,11.2245,1.8462,-1.748056
10,28.5714,3.4872,-0.598669
1,20.4082,-2.6667,-3.226449
0.1,23.4694,4.7179,-2.235806
10,7.1429,-2.6667,-1.765627
1,7.1429,3.4872,-1.769358
1,40.8163,-0.6154,-3.175611
100,37.7551,6.3590,-2.411295
0.1,50.0000,-6.3590,-2.681524
0.01,15.3061,7.1795,-2.272270
0.1,7.1429,3.8974,-1.767027
10,15.3061,-2.2564,-1.765771
100,11.2245,-8.0000,-1.758643
10,25.5102,2.2564,-0.971074
100,6.1224,5.1282,-2.743813
1,26.5306,-6.3590,-1.766494
10,41.8367,2.6667,-1.178244
100,44.8980,5.9487,-2.473556
10,13.2653,-3.0769,-1.749336
0.01,35.7143,0.2051,0.047506
1,6.1224,-1.4359,-1.759344
100,24.4898,0.2051,-2.395341
0.1,7.1429,-5.9487,-1.771293
1,7.1429,-3.0769,-1.749336
100,31.6327,-4.3077,-2.494072
100,19.3878,-5.5385,-2.568604
10,0.0000,8.0000,0.007625
10,25.5102,5.1282,-1.767069
0.01,33.6735,3.4872,-0.867499
100,35.7143,-6.7692,-2.351726
10,0.0000,-3.8974,-0.000652
0.01,39.7959,-1.4359,-3.030704
100,33.6735,-4.7179,-2.465200
10,27.5510,-5.5385,-1.753711
100,26.5306,8.0000,-1.758636
100,47.9592,6.7692,-2.452772
100,11.2245,-1.4359,-2.471582
10,29.5918,5.9487,-1.771293
0.01,40.8163,-5.9487,-2.590519
100,35.7143,2.6667,-2.529013
0.1,16.3265,-7.5897,-1.765513
10,25.5102,-1.4359,-1.958286
0.01,1.0204,6.7692,-1.755880
10,9.1837,-1.0256,-1.093394
100,15.3061,5.5385,-2.531211
1,39.7959,7.5897,-1.791986
0.1,15.3061,-0.2051,-2.555258
0.01,10.2041,7.1795,-1.766137
10,11.2245,-3.0769,-1.749336
1,41.8367,0.2051,-0.156281
0.1,32.6531,7.1795,-2.931791
100,43.8776,6.3590,-2.407622
0.1,3.0612,-1.0256,-1.939714
10,41.8367,-7.5897,-1.765512
10,12.2449,8.0000,-1.758643
0.01,44.8980,5.9487,-2.208214
0.1,19.3878,3.8974,-1.960907
1,20.4082,5.9487,-1.324809
100,22.4490,5.1282,-2.447177
1,9.1837,-3.8974,-1.767027
0.1,48.9796,1.4359,-0.636842
100,46.9388,0.6154,-1.680071
10,5.1020,0.6154,-1.204610
0.01,17.3469,3.4872,-0.798556
100,25.5102,6.7692,-1.993994
0.1,41.8367,0.2051,0.105684
100,37.7551,-0.6154,-2.317114
1,35.7143,5.9487,-1.599499
0.01,46.9388,1.8462,-0.519320
1,22.4490,-2.2564,-3.311953
1,21.4286,-5.9487,-1.771293
100,16.3265,-2.2564,-2.445505
10,34.6939,1.8462,-0.718529
100,29.5918,6.3590,-1.578685
1,38.7755,6.7692,-1.337303
10,46.9388,-1.0256,-2.440567
100,16.3265,7.5897,-1.765513
10,10.2041,4.7179,-1.770649
1,0.0000,-6.7692,0.017419
10,27.5510,5.5385,-1.753711
100,40.8163,-5.9487,-2.537639
10,1.0204,6.3590,-1.766498
1,0.0000,-1.4359,-0.000588
10,10.2041,1.8462,-1.748056
10,25.5102,3.4872,-0.733194
100,7.1429,4.7179,-2.724354
10,37.7551,-5.5385,-1.753711
1,39.7959,-7.5897,-2.927186
0.01,23.4694,-3.0769,-2.811681
0.01,22.4490,1.4359,-0.867817
1,14.2857,-5.1282,-1.767068
1,2.0408,-5.5385,-1.753725
1,42.8571,-3.4872,-3.354357
0.01,3.0612,-7.1795,-1.769288
10,39.7959,3.0769,-0.858183
1,6.1224,1.4359,-1.494742
10,37.7551,2.2564,-0.879014
1,7.1429,-6.3590,-1.766494
100,27.5510,-7.5897,-1.765512
0.01,6.1224,1.8462,-2.447258
0.01,18.3673,-8.0000,-1.754122
10,4.0816,3.4872,-1.769359
10,41.8367,-3.8974,-0.504693
0.01,9.1837,2.2564,-2.299462
0.1,43.8776,7.1795,-2.852217
100,30.6122,-7.5897,-1.765512
0.1,19.3878,-4.7179,-3.055516
10,24.4898,3.8974,-1.829298
10,31.6327,3.8974,-0.427394
10,9.1837,5.1282,-1.767067
100,22.4490,5.5385,-2.466188
0.01,10.2041,-3.8974,-1.757576
10,9.1837,-5.1282,-1.767067
0.1,26.5306,-1.4359,-3.192676
100,41.8367,0.6154,-1.341571
1,8.1633,5.5385,-1.753715
0.1,16.3265,0.6154,-0.053768
1,13.2653,6.3590,-1.766495
0.1,21.4286,-8.0000,-1.758637
100,41.8367,8.0000,-1.758637
10,8.1633,-3.8974,-1.767027
10,2.0408,-4.7179,-1.770649
10,28.5714,5.9487,-1.771293
10,36.7347,-1.8462,-3.354093
0.01,13.2653,1.8462,-2.034258
0.1,50.0000,4.7179,-2.320203
1,39.7959,-2.2564,-3.344549
100,12.2449,6.3590,-2.356623
100,11.2245,2.6667,-2.561469
1,7.1429,-1.0256,-0.719191
1,2.0408,4.3077,-1.751326
0.01,14.2857,6.3590,-2.078930
1,19.3878,-2.6667,-2.783993
0.01,18.3673,-0.2051,-2.783244
100,26.5306,-3.0769,-2.320249
1,12.2449,-1.4359,-3.085112
10,14.2857,1.8462,-1.412928
1,15.3061,-7.5897,-1.765514
0.1,24.4898,-8.0000,-1.758636
1,33.6735,-2.2564,-3.337001
10,20.4082,5.9487,-1.771293
0.01,8.1633,4.7179,-1.764639
10,47.9592,1.4359,-0.907947
0.1,38.7755,7.5897,-2.565340
10,9.1837,-4.7179,-1.770649
0.1,18.3673,-3.0769,-2.195766
100,24.4898,2.2564,-2.557726
10,36.7347,3.8974,-1.411853
0.01,31.6327,1.0256,-0.792885
0.1,26.5306,-1.8462,-3.207058
0.1,47.9592,1.0256,-0.328152
100,3.0612,1.4359,-2.606568
10,35.7143,3.8974,-1.145290
10,36.7347,-1.4359,-2.794656
10,0.0000,5.1282,0.019433
100,50.0000,-4.7179,-2.292334
0.01,34.6939,-7.5897,-2.088190
100,30.6122,-3.8974,-2.475674
0.01,33.6735,-2.2564,-3.176719
0.01,23.4694,-5.9487,-1.761869
100,17.3469,-1.0256,-2.446119
1,13.2653,0.6154,-0.626127
10,38.7755,-6.7692,-1.756211
0.01,12.2449,-3.8974,-1.760337
1,32.6531,5.9487,-1.544808
0.01,18.3673,1.0256,-0.192350
1,19.3878,6.7692,-1.853122
10,26.5306,-4.3077,-1.751330
0.1,11.2245,-8.0000,-1.758643
0.01,47.9592,8.0000,-1.726285
1,4.0816,-2.2564,-1.765771
10,35.7143,-1.4359,-3.352456
1,13.2653,3.8974,-1.382126
0.01,37.7551,-3.8974,-2.358865
1,18.3673,-7.1795,-1.771672
0.01,25.5102,-7.5897,-1.756794
0.01,34.6939,-1.8462,-3.066320
1,44.8980,1.0256,-0.714559
100,36.7347,2.2564,-2.520754
10,46.9388,-2.2564,-3.344857
10,13.2653,3.4872,-1.769359
1,27.5510,5.9487,-1.369765
0.1,35.7143,3.0769,-1.007255
0.1,29.5918,6.3590,-1.062316
1,36.7347,4.7179,-2.342397
100,3.0612,0.2051,-2.441447
0.01,10.2041,5.1282,-1.758020
0.1,36.7347,5.1282,-2.518570
0.01,31.6327,6.7692,-2.910494
10,1.0204,3.8974,-1.767025
0.01,1.0204,2.2564,-2.811618
10,1.0204,-0.6154,-1.785188
0.01,17.3469,-2.6667,-1.821320
1,23.4694,-5.1282,-3.351461
100,40.8163,-5.1282,-2.470029
10,10.2041,3.8974,-1.767027
100,11.2245,-5.5385,-2.495190
100,39.7959,4.7179,-2.570420
0.01,6.1224,-1.0256,-0.659706
1,20.4082,-7.1795,-1.771672
0.1,0.0000,8.0000,0.001896
100,44.8980,-1.8462,-2.369679
0.01,0.0000,1.0256,0.000121
0.1,13.2653,6.7692,-1.756216
0.01,32.6531,0.6154,0.127335
0.1,21.4286,5.1282,-2.160392
0.01,11.2245,0.6154,-0.893917
0.01,50.0000,2.2564,-0.602097
10,34.6939,-7.5897,-1.765512
10,44.8980,-7.1795,-1.771670
0.1,0.0000,4.7179,0.005558
0.01,45.9184,-2.2564,-2.812737
0.01,46.9388,4.7179,-2.758923
10,7.1429,-6.7692,-1.756214
100,24.4898,-5.1282,-2.547631
1,43.8776,3.8974,-1.401262
100,27.5510,-0.6154,-2.426738
0.01,36.7347,4.3077,-2.858099
0.1,31.6327,-7.5897,-1.765511
10,41.8367,-4.3077,-1.137332
1,11.2245,6.3590,-1.766494
1,23.4694,8.0000,-2.287631
100,50.0000,2.2564,-2.468446
0.1,47.9592,2.6667,-0.736730
0.01,13.2653,5.9487,-2.072153
10,17.3469,7.5897,-1.765514
0.01,36.7347,5.5385,-2.951454
0.01,1.0204,-3.8974,-0.995109
100,7.1429,0.2051,-2.158695
0.01,6.1224,1.0256,-1.651453
100,13.2653,-1.0256,-2.221043
0.1,5.1020,-2.6667,-1.765622
10,4.0816,-3.8974,-1.767027
0.1,26.5306,7.5897,-1.855874
1,48.9796,5.9487,-2.286143
1,8.1633,3.8974,-1.767027
1,22.4490,5.9487,-1.503469
0.01,17.3469,1.4359,0.005108
0.01,21.4286,0.6154,0.239972
1,36.7347,3.4872,-0.824342
100,0.0000,2.6667,0.259376
0.01,38.7755,-4.7179,-2.256278
1,6.1224,0.6154,-1.395062
10,34.6939,-5.5385,-1.753711
0.01,20.4082,7.1795,-2.644265
0.01,46.9388,-3.4872,-2.913957
1,20.4082,-4.7179,-3.098609
0.01,6.1224,-5.9487,-1.765371
10,38.7755,0.2051,-1.529614
100,48.9796,3.4872,-2.582062
1,36.7347,-1.4359,-3.357646
0.1,8.1633,4.3077,-1.751330
10,14.2857,-4.7179,-1.770649
10,38.7755,-3.0769,-1.812077
10,9.1837,8.0000,-1.758642
0.1,37.7551,4.3077,-2.906240
10,48.9796,4.7179,-1.509558
0.01,15.3061,-3.8974,-2.929104
100,31.6327,6.7692,-1.935247
1,19.3878,-4.3077,-3.015219
0.1,33.6735,2.6667,-0.703395
100,37.7551,-3.8974,-2.361815
1,17.3469,-2.6667,-2.213039
1,30.6122,5.5385,-0.032956
10,27.5510,6.7692,-1.756211
100,10.2041,7.1795,-1.771672
100,26.5306,-1.8462,-2.494388
10,7.1429,7.1795,-1.771671
1,38.7755,-2.6667,-3.125164
10,15.3061,-3.8974,-1.767027
10,50.0000,3.8974,-1.707535
0.1,17.3469,-4.7179,-1.770649
0.1,43.8776,-4.3077,-2.861129
100,11.2245,1.8462,-2.459988
0.01,2.0408,-2.6667,-3.249927
1,48.9796,-0.2051,-3.306626
1,0.0000,-8.0000,0.003698
0.1,39.7959,3.4872,-0.629191
10,44.8980,4.3077,-1.310884
100,8.1633,-6.7692,-1.847546
10,7.1429,2.6667,-1.765627
1,40.8163,2.6667,-0.437783
1,20.4082,-5.9487,-1.771293
1,1.0204,-6.3590,-1.766498
0.01,36.7347,-5.1282,-3.330760
1,9.1837,5.9487,-1.771293
10,34.6939,-5.1282,-1.767069
1,44.8980,4.3077,-1.909725
0.01,45.9184,4.7179,-2.793218
100,34.6939,4.7179,-2.608530
0.01,13.2653,3.8974,-2.560238
1,33.6735,-3.4872,-2.773228
1,20.4082,-3.8974,-3.269372
10,21.4286,-2.6667,-1.400978
0.1,6.1224,5.5385,-1.753710
100,22.4490,2.6667,-2.566811
100,10.2041,7.5897,-1.765513
1,8.1633,1.4359,-1.343989
100,48.9796,7.1795,-2.379693
1,48.9796,-5.5385,-3.240667
10,20.4082,2.2564,-1.132294
100,29.5918,-6.7692,-2.295975
0.01,13.2653,3.0769,-1.989027
1,21.4286,-3.8974,-3.212137
1,10.2041,-3.8974,-1.767027
0.01,20.4082,1.8462,-1.634025
100,13.2653,7.5897,-1.765514
100,50.0000,-3.0769,-2.456014
0.01,5.1020,-1.4359,-2.206217
100,45.9184,-7.1795,-1.771670
100,11.2245,-7.5897,-1.765514
100,14.2857,5.1282,-2.550142
100,36.7347,-8.0000,-1.758635
100,9.1837,3.0769,-2.550121
10,30.6122,5.1282,-1.567091
10,31.6327,5.5385,-0.374595
0.1,9.1837,-3.0769,-1.749336
100,12.2449,-2.6667,-2.530568
10,41.8367,7.5897,-1.515331
10,30.6122,0.6154,-2.639149
0.01,3.0612,-2.2564,-2.281112
0.01,5.1020,-0.6154,-1.949545
100,37.7551,8.0000,-1.758636
100,42.8571,3.8974,-2.600180
0.1,31.6327,-5.1282,-3.373681
10,8.1633,-5.1282,-1.767069
1,23.4694,6.7692,-0.120384
100,2.0408,3.4872,-2.559648
0.01,7.1429,0.6154,-1.288824
100,39.7959,3.8974,-2.605957
0.1,18.3673,2.6667,-1.737200
100,21.4286,-0.2051,-2.416674
10,12.2449,3.4872,-1.769359
0.01,38.7755,-3.8974,-2.879292
10,28.5714,-6.3590,-1.766494
1,45.9184,2.6667,-0.795289
0.01,18.3673,-4.7179,-1.758640
10,6.1224,-7.5897,-1.765512
0.01,5.1020,1.4359,-1.651812
0.1,9.1837,-5.9487,-1.771293
0.1,40.8163,-8.0000,-3.196687
100,16.3265,3.4872,-2.568781
0.01,37.7551,-8.0000,-2.981172
1,36.7347,-0.6154,-3.082016
1,10.2041,-7.5897,-1.765513
0.01,19.3878,2.2564,-2.103505
100,39.7959,-1.8462,-2.431951
1,1.0204,1.0256,-1.751582
0.01,28.5714,-7.1795,-1.762370
100,47.9592,-7.1795,-1.771670
0.01,25.5102,2.6667,-2.365658
0.1,11.2245,7.1795,-1.771672
0.01,20.4082,5.9487,-2.487928
0.1,1.0204,0.6154,-2.538983
100,46.9388,-0.6154,-1.944667
10,38.7755,0.6154,-3.178058
0.01,7.1429,-3.4872,-2.379432
10,47.9592,6.3590,-1.123681
0.1,12.2449,-8.0000,-1.758643
1,11.2245,-2.6667,-1.765627
0.1,45.9184,2.2564,-0.834795
100,50.0000,-5.9487,-2.376943
0.1,28.5714,7.5897,-0.144663
0.01,22.4490,-7.5897,-1.757550
1,32.6531,3.4872,-1.016409
1,8.1633,1.0256,-1.109450
0.01,16.3265,-6.3590,-1.758517
100,15.3061,1.0256,-2.495789
0.1,2.0408,6.3590,-1.766496
0.1,9.1837,-7.1795,-1.771672
0.01,13.2653,-1.4359,-3.342631
1,42.8571,2.2564,-0.829243
0.1,25.5102,-5.5385,-3.133336
100,7.1429,-1.0256,-2.476019
100,22.4490,7.1795,-1.771671
1,26.5306,7.5897,0.056147
10,39.7959,7.1795,-0.284039
0.1,44.8980,4.7179,-2.801519
10,29.5918,-3.0769,-0.812759
0.1,7.1429,-5.5385,-1.753716
100,45.9184,4.7179,-2.569219
0.01,42.8571,3.8974,-2.267529
1,40.8163,4.7179,-2.436065
1,48.9796,4.7179,-2.643411
0.1,0.0000,1.4359,0.001182
0.1,23.4694,0.6154,0.105064
10,38.7755,-7.1795,-1.771670
1,26.5306,-4.3077,-2.430639
0.1,42.8571,5.5385,-2.702686
1,26.5306,7.1795,-1.105287
0.01,26.5306,-1.0256,-2.143608
1,4.0816,-7.5897,-1.765520
10,25.5102,1.0256,-2.315989
100,2.0408,7.5897,-1.765514
0.1,37.7551,-8.0000,-3.105222
0.1,7.1429,7.5897,-1.765512
0.01,2.0408,0.2051,-1.615380
0.01,14.2857,-7.5897,-1.759902
1,44.8980,-8.0000,-2.756505
100,26.5306,3.4872,-2.603448
100,29.5918,-7.5897,-1.765512
1,32.6531,-2.6667,-2.998689
100,11.2245,6.7692,-2.245656
100,28.5714,-4.7179,-2.555508
0.1,3.0612,1.8462,-1.748088
1,34.6939,2.2564,-0.948529
0.1,28.5714,5.9487,-1.488667
1,13.2653,-3.0769,-1.746105
10,28.5714,-7.5897,-1.765512
0.01,0.0000,-6.7692,0.000162
1,43.8776,0.2051,-0.072206
0.1,38.7755,5.9487,-2.906712
1,44.8980,2.6667,-0.738425
0.1,3.0612,-6.7692,-1.756204
1,26.5306,-0.6154,-3.099366
0.1,29.5918,-7.1795,-1.771670
1,14.2857,-1.4359,-3.005698
0.01,17.3469,2.2564,-2.039609
0.1,44.8980,-6.3590,-2.533822
0.1,8.1633,-1.8462,0.003660
0.1,39.7959,-1.0256,-2.370822
0.01,46.9388,6.3590,-2.834707
0.01,10.2041,-3.4872,-1.758813
100,40.8163,1.0256,-2.267174
1,22.4490,-0.6154,-2.605498
10,17.3469,5.1282,-1.767068
100,38.7755,5.5385,-2.460417
0.01,31.6327,7.5897,-2.426204
100,41.8367,-8.0000,-1.758637
0.01,26.5306,4.3077,-2.522819
0.01,43.8776,3.8974,-2.687645
100,3.0612,-3.0769,-2.403466
10,33.6735,0.2051,-2.817385
1,38.7755,2.6667,-0.836410
0.01,47.9592,-1.0256,-2.394466
10,24.4898,2.6667,-1.358086
0.1,31.6327,3.4872,-0.977071
1,48.9796,-3.4872,-3.145154
0.01,19.3878,-6.3590,-1.760591
10,5.1020,7.5897,-1.765516
1,7.1429,5.1282,-1.767068
0.1,33.6735,-3.0769,-2.067281
10,24.4898,-4.7179,-1.770649
0.1,4.0816,-2.2564,-1.765227
0.01,27.5510,3.8974,-2.485987
10,46.9388,-1.4359,-3.355503
100,20.4082,-1.4359,-2.507072
10,3.0612,-3.8974,-1.767027
0.1,5.1020,-4.7179,-1.770649
0.1,9.1837,4.7179,-1.770649
10,41.8367,3.8974,-1.052023
1,45.9184,-3.4872,-2.186613
10,23.4694,1.0256,-2.440991
0.1,33.6735,-1.4359,-2.515334
100,24.4898,-0.6154,-2.429773
1,24.4898,1.0256,0.208578
1,3.0612,2.2564,-1.765771
10,45.9184,-7.1795,-1.771670
0.01,0.0000,-0.2051,0.000054
100,26.5306,2.2564,-2.522719
1,9.1837,-6.3590,-1.766494
10,27.5510,-4.3077,-1.751330
1,32.6531,-1.4359,-3.320062
0.01,10.2041,-5.5385,-1.749448
100,45.9184,-6.7692,-2.237405
1,37.7551,3.4872,-0.974322
0.01,12.2449,-3.4872,-1.760428
0.1,6.1224,0.6154,-1.102396
100,39.7959,5.5385,-2.468878
0.01,32.6531,7.1795,-2.872678
1,33.6735,3.8974,-1.200819
1,38.7755,1.0256,-0.515795
0.1,11.2245,2.6667,-1.989730
0.1,23.4694,1.4359,-0.597949
1,27.5510,5.1282,-1.410804
0.1,44.8980,-3.4872,-2.902778
0.01,0.0000,-0.6154,0.000134
0.1,22.4490,-3.8974,-2.464672
0.01,0.0000,3.0769,0.000050
100,47.9592,7.1795,-2.347794
0.1,16.3265,-3.8974,-3.173423
100,25.5102,0.2051,-2.350182
1,48.9796,-5.1282,-3.273274
100,2.0408,0.2051,-2.577468
0.1,41.8367,-3.8974,-2.826301
0.1,20.4082,2.6667,-1.005082
10,30.6122,-6.3590,-1.766494
10,22.4490,-2.6667,-0.860070
0.1,17.3469,-3.4872,-3.032872
100,36.7347,-6.7692,-2.343574
1,4.0816,-6.7692,-1.756208
0.1,1.0204,-5.1282,-1.767069
0.01,14.2857,-6.7692,-1.751233
1,39.7959,-7.1795,-2.988546
0.01,16.3265,-1.0256,-2.981373
100,45.9184,-5.5385,-2.387072
100,1.0204,1.4359,-2.464688
0.01,21.4286,-6.7692,-1.750627
0.01,6.1224,-5.5385,-1.745865
10,5.1020,1.8462,-1.748056
0.1,13.2653,-5.9487,-1.771294
1,23.4694,-6.3590,-1.766494
0.1,36.7347,4.7179,-2.678541
0.1,33.6735,-4.3077,-3.206727
10,35.7143,8.0000,-1.758635
0.1,42.8571,-7.1795,-2.425735
0.01,34.6939,-4.7179,-3.223893
100,2.0408,-7.5897,-1.765514
0.1,45.9184,-6.7692,-2.947560
100,32.6531,4.7179,-2.504598
0.01,27.5510,-0.6154,-2.719304
100,45.9184,8.0000,-1.758637
1,42.8571,8.0000,-2.043553
1,29.5918,4.7179,-1.266183
10,48.9796,3.0769,-1.184821
100,47.9592,-1.0256,-2.347205
0.1,35.7143,0.6154,0.078301
0.1,23.4694,-2.6667,-1.739642
1,34.6939,5.9487,-1.611887
0.01,29.5918,4.7179,-2.797476
0.01,24.4898,6.3590,-2.933759
100,27.5510,-1.0256,-2.480393
1,47.9592,-2.2564,-3.370905
100,42.8571,-2.6667,-2.462315
10,26.5306,3.8974,-1.832807
0.1,7.1429,-7.5897,-1.765512
100,48.9796,-0.6154,-1.265995
0.01,33.6735,6.3590,-2.876628
100,29.5918,-4.3077,-2.479752
0.1,15.3061,2.2564,-1.023343
0.01,10.2041,0.6154,-0.928756
0.1,25.5102,-2.2564,-2.918116
1,47.9592,-2.6667,-3.364202
